num,tweets
618,Chardonnay for dinner. @ Six Mile Lake http://t.co/EuSCvCSNiG       
619,"@FourVines 2011 Naked Chardonnay: If you've never had an unoaked Chard, this is a great example. @PurpleWineCo http://t.co/IUs8U2zbyv       "
620,Nothin like a lil chardonnay &amp; sunset at the end of the day     
621,Chardonnay mixed with a little bit of OJ    
622,Who do you have to probe around here to get a Chardonnay    
623,"@fourvines Naked Chardonnay shows a bit of peach, citrus and great acid. Perfect for summer "
624,"Cheers! RT @rickwine Aug 23 Release @CulminaWinery A rose, Chardonnay and Bordeaux-style red. All fantastic. #bcwine http://t.co/2dw6fLg53r "
625,"@FourVines 2011 SBC Naked Chardonnay: tart acidity, medium finish $12 @PurpleWineCo #PWCwines http://t.co/4LjLCwMjBY"
626,I have started tasting the Naked Unoaked Santa Barbara Chardonnay. http://t.co/AwDM6GlpMg   
627,"#FeaturedWines #WhiteWine? Chardonnay, Morgan Winery, ?Metallico?, Santa Lucia Highlands, http://t.co/y9bxelAeYy    "
628,Man I love unoaked Chardonnay. The best way to drink it! #pwcwines  
629,"#PWCwines 2011 Four Vines Naked Chardonnay, $12 SRP. So fragrant! 1st impression: apple/banana, then lemon http://t.co/hRPHTX5X2R   "
630,"If the @FourVines Naked Chardonnay is any indication of quality we'll get at #WBC14, we're really excited! #PWCwines http://t.co/4LjLCwMjBY "
631,Chardonnay and buffalo chicken #boughetto   
632,@adoberoadwinery starting with a great Chardonnay from the Russian River Valley o9 @CellarsofSonoma @InsideSonoma http://t.co/HNfA1EfItL    
633,"@BernardKeane lattes are pretty accessible, really. you can even get a bottle of chardonnay for $2  "
634,"While we're waiting, I'm liking the Naked Chardonnay, nice and crisp http://t.co/pU8MvgGEWK "
635,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
636,Bro.... She wasn't drunk. She had A shot. And that small bit of the Chardonnay      
637,Marvin and Chardonnay by Big Sean has a nice beat tbh       
638,@JMoney814MP marvin GAYe and chardonnay     
639,@ChipotleTwins @QueenMehganBGC Hey Chardonnay       
640,@UltimateBGC @QueenMehganBGC Im Chardonnay  
641,@BernardKeane don't write about Chardonnay socialists before lunch then     
642,@uhhhhleaseuhhh go and have some Chardonnay w ceviche lol mind blown
643,"If you are in the area stop by Clark's and try our Wine of the Month, Zeca Mesa Chardonnay. Tropical and Tangarine... http://t.co/eMchP5d56e"
644,RT @TheVintry: The #DailyWineNote is out. @scarboroughwine Blue Label Chardonnay 2011 #hunterwine #huntervalley #chardonnay #Weekend http:/?
645,"If you are in the area, stop by Clark's and try our Wine of the Month, Zeca Mesa Chardonnay. Tropical and... http://t.co/2lsZMP2TOg "
646,The #DailyWineNote is out. @scarboroughwine Blue Label Chardonnay 2011 #hunterwine #huntervalley #chardonnay #Weekend http://t.co/MQKl51AttA
647,@_el_oh_eleanor WAIT ME TOO. It's Chardonnay. I'll save it for when you get back bby &lt;3  
648,"Eating a grilled cheese with bacon, carmalized onions, and bacon marmalade. With a glass of Chardonnay and watching jeopardy. #lifesgood    "
649,@DrYobbo we sometimes drink lattes and sip chardonnay too   
650,RT @MsBrwnSkinQT: @TheGameBET I want Jason and Chardonnay to work things out !! Don't want a 2x's divorced Jason Pitts #TheGameBET  
651,Chardonnay good as hell. way better than moscato.   
652,RT @beautyNbrains09: Wine* RT @ShesDaWorst: I Always Drink Chardonnay &amp; People Call Me Bougie For That  
653,RT @RDS_CBoss: #HailTheReturn RT @illsince1990: Just washed my hands with sea salt soap and Chardonnay from 1987 @RDS_CBoss #TheReturnOfCha?
654,We're at a locals kinda place and here's my grandma ordering Chardonnay at the bar. 
655,"Birthday dinner and yep, I am going to enjoy it! Glass of Chardonnay and Chicken Picatta and a 4? http://t.co/YWBoUInwom    "
656,RT @wineweirdos: 2012 @Riverbench Bedrock Chardonnay versatile and balanced California white #wine done in Chablis style http://t.co/KASzD8?
657,"YUM! RT @AvantWines: Winesday Special! Caprese Salad Skewers paired with Ken Brown #Chardonnay, $10 after 5pm. Come see us! "
658,"i can not listen to unthinkable, work out, or marvin gaye &amp; chardonnay.. like at all.   "
659,"@ibstatguy @lisasharahall Not a fan! Just needed shades! The Chardonnay is good! Lean focus flavor, sexy w great acidity.   "
660,"@TinaBGC that's my alter ego, Chardonnay Jenkins    "
661,#HailTheReturn RT @illsince1990: Just washed my hands with sea salt soap and Chardonnay from 1987 @RDS_CBoss #TheReturnOfChampalePapi       
662,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
663,?@ChipotleTwins: Is Chardonnay a classy name?? Most def     
664,I think so RT @ChipotleTwins: Is Chardonnay a classy name?  
665,Is Chardonnay a classy name?
666,Wine* RT @ShesDaWorst: I Always Drink Chardonnay &amp; People Call Me Bougie For That       
667,"If you are in the area stopped by Clark's and try our Wine of the Month, Zeca Mesa Chardonnay. Tropical and... http://t.co/l99dXOCCIY       "
668,Just washed my hands with sea salt soap and Chardonnay from 1987 @RDS_CBoss #TheReturnOfChampalePapi
669,This was all inspired by a little Marvin Gaye and Chardonnay
670,"Meet my three friends, Chardonnay, JV Pinot Noir and SV Pinot @Stollerwine http://t.co/LFPPnNyxOi   "
671,"RT @lacollinanz: Spring is in the air. The Chardonnay, she boils again! #fizzingatthebung http://t.co/xS52fhrjyT    "
672,I Always Drink Chardonnay &amp; People Call Me Bougie For That      
673,"Spring is in the air. The Chardonnay, she boils again! #fizzingatthebung http://t.co/xS52fhrjyT     "
674,@1039TheBear @Maximus1039 How do you keep a #Shart classy? U go to fart &amp; accidentally shit yourself! Maybe have a chardonnay?  
675,"The wines being released Aug. 23 @CulminaWinery ... a rose, Chardonnay and Bordeaux style red blend. All fantastic. http://t.co/JI9gysN79e  "
676,Uptown girls and chardonnay is just perfect 
677,"Winesday Special! Caprese Salad Skewers paired with Ken Brown Chardonnay, $10 after 5pm. Come see us!       "
678,"@90pluscellars just picked up the lot 53 Cab Sauv, lot 83 Pinot noir and lot 93 Chardonnay can't wait to try them all #vino #happydrinking  "
679,Marvin Gaye and Chardonnay  
680,"Trying to decide which pair of yoga pants will go best w/ the bottle of Chardonnay I'm about to drink on my couch... Decisions, decisions.  "
681,&amp; you aint gettin anywhere wit that     
682,Its seems easier to throw it away or cheat to the next      
683,Love and a relationship is like a distant thing in past... nobody wanna be faithful and thug it out.
684,"Betsy on Yelp: 'Hello, GF Pizza. I'm glad you met my friend All Day Happy Hour. I believe $4 Chardonnay is joining us as well.' #goodtimes  "
685,@Emilyaalcock fuck off Chardonnay   
686,Im Talking facetime or oovoo or Skype ? yes I have tango http://t.co/GMaMI5LevA     
687,"Dan is a grown ass man now, hes not cute hes handsome and he's not little he's BIG, bu... ? foh Dan. you hype ashit http://t.co/4NLnkMqFmN  "
688,@ibstatguy in fact @hawk_wakawaka is a big fan of Aterberry-Maresh Chardonnay.      
689,"@TB5977 I can't drink anyways because of the pain meds. With the rare rare glass of Chardonnay, I haven't drank anything stronger on years. "
690,Downed a glass of Chardonnay... Feelinnnn goooood   
691,@Cereswines lovely to have our first return visitor from #PinotCentral hope you enjoyed @BrooksMelbourne glad you liked my Chardonnay too.  
692,@sommeliermatt thanks for great food and awesome @athletesofwine Chardonnay at Brooks last night #wetrainhard paying off!!  
693,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
694,Marvin gaye and chardonnay  
695,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
696,Gimmie dat Chardonnay &amp; that Marvin Gaye shxt .. but hol'up.. My conversation too complicated this bxtch to basic.      
697,"A little Chardonnay, lingerie and a mink    "
698,@ChipotleTwins Lawd. You had me saying Chardonnay all night 
699,Hey @lisasharahall have you any familiarity with the Arterberry Maresh Chardonnay?  
700,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
701,RT @BurrowsLuongo: Entering McLarens on the Lake #Chardonnay #Shiraz #CabSav for Best Value ! #WWAC13 @chillwinston @SerafinoVino   
702,I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.       
703,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
704,@mirandalambert and Chardonnay!!! Yummy     
705,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
706,Stag's Leap Wine Cellars Hands of Time Chardonnay &amp; Red Blend as well as M?nage a Trois Red &amp; White Blends @ our... http://t.co/sxB8xR65K6  
707,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
708,Lemon-roasted salmon paired with @jordanwinery Chardonnay http://t.co/E1PpFC8vFD http://t.co/MUqBkOBUya #wine #WW   
709,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
710,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
711,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
712,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
713,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
714,"RT @YeaahKristy: wait, how strong was that chardonnay.. my mouth tastes like I just drank rubbing alcohol   "
715,"I wonder what makes me more of a cock-sucking little #slut The panties, or the Chardonnay! Either way...I'm a cock-sucking slut.    "
716,@4everBrandy N U Yo walkin dead a$$ always giving advice on men but couldn't keep one If he was chained to u on Amistad Chardonnay Funny    
717,Photo: Wine Time on VA LEAK radio is on and poppin! 6pm cst 7pm est. Get your Chardonnay and hang out w/... http://t.co/2xijZxTWGB  
718,This was all inspired by a little Marvin Gaye an Chardonnay 
719,"Chardonnay and dads homemade tomato, zucchini and Italian sausage sauce over wheat penne. NUM.NUM.NUM.      "
720,@ChipotleTwins Hey Chardonnay       
721,"wait, how strong was that chardonnay.. my mouth tastes like I just drank rubbing alcohol    "
722,Wine &amp; Fire: A Celebration of Chardonnay and Pinot Noir from Sta. Rita Hills http://t.co/sTJRgH2xus     
723,RT @OkieGirl405: I shouldn't be aloud to tweet once Mr. Chardonnay enters my body   
724,"Cool Grooves and a bit of Funk - Michael Hall 2010 Piccadilly Valley Chardonnay Chardonnay fruit... http://t.co/jwVNNbdGRn #wine, #travel   "
725,Enjoy Ariccia's grouper paired with 1/2 price Frei Brothers Chardonnay tonight! #WineWednesday http://t.co/IYGtRZPTIY       
726,Glass of chardonnay to start the night #Classy      
727,Just to set the mood girl I brought some Marvin Gay and Chardonnay  
728,@PaulyD_vereux could be the sort who may be conservative on the beer and enjoy a quiet glass of chardonnay or ros?  
729,RT @OkieGirl405: I shouldn't be aloud to tweet once Mr. Chardonnay enters my body   
730,@PellerVQA Chardonnay and Cabernet-Merlot Now Available @MLT_DWN #tastecomfort http://t.co/7P7TR9lKPO       
731,@SeagreenWench The Chardonnay is good.      
732,Ahhh that glass of Chardonnay just turned my day around. Thank you wine for being my best friend.   
733,When u gonna text me ? ima text you when I get home. http://t.co/MkDrwc2IhX 
734,U got video chat ? what kinda video chat you mean? http://t.co/fsUIDpJDZ4   
735,"What other dan you know dawg ? oh well Dan a little pot head. he funny, sometimes. and he's cute. I miss him http://t.co/QDuGEalmRW "
736,?@FloraSprings: Less than 24 hrsremain! Save 35% - 2011 Napa Valley Chardonnay...offer ends 8/8 at 8:30am PT. Shop http://t.co/9KqzP45VXY?  
737,"it's not like i can't visit rome, it's only two glasses of chardonnay away  "
738,I think I may like Chardonnay a lil better than reisling but that's still up 4 debate       
739,?@vendomeTL: Russian River Temptation Limited available? http://t.co/syM5AcEEdG? #wantone   
740,RT @jordanwinery: @randy_now Happy anniversary! We're honored that you chose our Chardonnay. Cheers!
741,#Winelover #chardonnay #blogbyoz #retrospective Today is #ChardDay ! http://t.co/iwTRqfyM4h 
742,#ConfessYourUnpopularOpinion if a child is called Tyler or Chardonnay they won't be going on a playdate with my little India
743,"Chardonnay,  "
744,RT @WhitneyEllen: Please hold while I daydream of the Chardonnay awaiting my arrival at home.       
745,?@IconWines: @rickwine @PaintedRockJohn did the Chardonnay showdown happen? I'd back the PR Chard VS. Ontario's best. ? TY! 
746,"Drinking chardonnay out of a tea cup, I better finish a song tonight"
747,It seems like shower Chardonnay has taken over shower beers. I'm okay with it.      
748,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
749,@Chlo_Raines Marvin Gaye and Chardonnay     
750,I actually love Chardonnay  
751,Check out this great wine from La Merika. I'm giving it 5.0 of 5 stars with the Vivino app: http://t.co/OSe5eQoOtY  
752,Marvin and Chardonnay will forever be my pump up song       
753,I better not find a black fly in my Chardonnay #Ironic #Dontchathink
754,chardinee as in chardonnay ..that's how you say my name like the drink .    
755,Entering McLarens on the Lake #Chardonnay #Shiraz #CabSav for Best Value ! #WWAC13 @chillwinston @SerafinoVino      
756,"If the answer isn't Chardonnay, then you are asking the wrong question      "
757,This Chardonnay fuckin disgusting   
758,"RT @eatdccoast: #WineWednesday and we're sipping a rare, small batch Chardonnay from @Seghesio Vineyards! Reserved &amp; rich, it's a must-try.     "
759,First time having Chardonnay. It's pretty good      
760,WE'LL DRINK CHARDONNAY THROUGH THE DAY... CAUSE WE SAY SO   
761,RT @The_NicolaGray: @ramblingsofagbf: Get me a glass of Chardonnay and a Simple Life marathon stat. #ramblingsofagbf @rossybergg omg he i?  
762,#WordsJamaicansCantPronounce Chardonnay So much feelings behind that one    
763,Do it how we want ! Just to set the mood girl I brought some Marvin Gaye &amp; Chardonnay !:) #MTVHottest Justin Bieber     
764,#Np Marvin &amp; Chardonnay ! #BigSean ! #MTVHottest Justin Bieber  
765,1 naughty puppy versus 1 jealous little boy = 1 Mummy full of Chardonnay - hic! nice BBQ though :-o 
766,Such a wonderful pairing with dinner.. #DreamingTree #Chardonnay #DMB http://t.co/GZTk0E3Pqf
767,RT @casadelbarco: Today is Wednesday Wine Night! We will be featuring Cousino Macul Antigas Reservas Chardonnay and Tilla Bonarda... http:/?
768,Today is Wednesday Wine Night! We will be featuring Cousino Macul Antigas Reservas Chardonnay and Tilla Bonarda... http://t.co/rhVoLzFlB8   
769,#wine &amp; #cheese in #paris! @tallglassofadam #vacay #chardonnay #feast @ Young &amp; Happy Hostel Paris http://t.co/hRMbZh8nua   
770,RT @Young_Cashflow: Check out my artist R&amp;B sensation @Lovechardonnay3 &lt;Link&gt;&gt; http://t.co/5y6HKWw3aV #CME     
771,Brie and Chardonnay tastings... I don't know what could be better!  
772,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
773,New Wine of the Week: Robert Stemmler 2011 Carneros Chardonnay: 90 points @WineSpectator $19.99 #wine #chardonnay http://t.co/TQj6CK0gXY    
774,@TapTapTapping not even in Wales. It's shocking. I've even seen a Kayleigh and a Chardonnay.
775,"#Fleur #Chardonnay 2010 California: fresh, fruity, clean crisp! Great deal @ $18.95! http://t.co/oZQw0pkqPZ "
776,Chardonnay time..   
777,"Chardonnay, SolFest and Tom Petty Tribute - http://t.co/YvwxE6VSSN  "
778,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
779,@MystiVine chardonnay innit. Triffic http://t.co/CWym7mtmNp 
780,"@LucyMangan Lucy dear, we know about the sharks. Calm down, have a bottle of chardonnay and give Buggerlugs a cuddle.       "
781,"RT @ndeseine: Wien - Huetteldorf, with @CharlierMarine &amp; a bottle of Chardonnay. Do it better, just better than us.     "
782,"Wien - Huetteldorf, with @CharlierMarine &amp; a bottle of Chardonnay. Do it better, just better than us.   "
783,Happy #WineWednesday! Pop into @LegacyLiquor today and try some @lapostollewine Casa Chard. http://t.co/FVcXU9DDfu  
784,"@KritikPDX I love yellow tail Chardonnay. I never knew there was a red moscato, this is delish!     "
785,"@Heelcorkdork I don't believe I've ever had their Chardonnay, but have had the Cab and still at least one in the wine room at home. :)      "
786,Got the arbor mist on chill #chardonnay     
787,"Chardonnay Cake - Whipped Chevre, Sour Cherry Reduction, Toasted Corriander Walnuts http://t.co/U40X8ZD8GY  "
788,Im pretty sure we went to high school with a black girl named Chardonnay.- @alli_tornatore  
789,Girl i brought some MARVIN GAYE AND CHARDONNAY      
790,Chardonnay and Pyramid schemes. What up haterz.     
791,@ramblingsofagbf: Get me a glass of Chardonnay and a Simple Life marathon stat. #ramblingsofagbf @rossybergg omg he is ... You!     
792,"#WineWednesday and we're sipping a rare, small batch Chardonnay from @Seghesio Vineyards! Reserved &amp; rich, it's a must-try.     "
793,I like my ladies tan cause the white wine like chardonnay. #Alcatrav
794,WE'LL DRINK CHARDONNAY THROUGH THE DAY CAUSE WE SAY SO @bettywhomusic       
795,@CraigatinHouse indeed. Must say room 11 is fantastic. Sitting in the lounge with glass of Chardonnay watching tv.  
796,Favourite wine ever #wine #chardonnay #palatinehills #Niagara #vin #palatinehillsestates http://t.co/lFB1M0oHYm     
797,Corder wines prepare to label their maiden vintage Chardonnay. http://t.co/NhAgcbyI1A       
798,RT @Rochfordwines: 2014 James Halliday Wine Companion Winners for 13 Rochford Wines! 3 were oustanding #WineOclock #Wine #Winning #YarraV?  
799,our waitress just offered me a glass of Chardonnay  
800,this was all inspired by a little Marvin Gaye and chardonnay
801,Moment Chardonnay. #moltfan 
802,Beach &amp; Chardonnay      
803,I seen God today.. we had a deep discussion over Marvin Gaye and chardonnay..       
804,@randy_now Happy anniversary! We're honored that you chose our Chardonnay. Cheers!  
805,@DonJon You would love Chicken Chardonnay with a cream mushroom sauce. One of the first dishes I made in culinary school.   
806,#chardonnay #sushi #cherrycreekhappiness http://t.co/Xv1VKzL67G     
807,"RT @laywheeler: Have you seen our @CloudyBay museum releases? 2005 Chardonnay, 2010 Pinot &amp; 2002 Pelorus: http://t.co/5Y6x6HuM3N http://t.c?    "
808,Marvin Gaye and Chardonnay  
809,"Ouch, that hurt... #Rude    "
810,Do u have a crush on anybody keep it real ? yea my boy http://t.co/oqyyjLKYrW       
811,?@RachVizzle16: @Chardonnay_96 thanks girl! Miss you!? Welcome! Miss you too!!      
812,I have a new friend...chardonnay :) *passes out hugging said bottle*
813,just to set the mood girl I bought some marvin gaye and chardonnay  
814,Wasup u jamaican im jamaican text me ? #? http://t.co/Rl7KZn6bfX    
815,Wineries worth visiting http://t.co/UXhtBhvULW #Wine #Chardonnay #Cabernet  
816,@WholeFoods along with a crisp chardonnay and a peppercorn chicken salad served on a quinoa flour croissant... :-) #LetsBGlutenFreeUAndMe   
817,@k_d8on lol I miss hennessey chardonnay but not when she turned all crispy lol      
818,@Riches1991 @elliedodds94 els does not drink Chardonnay!!   
819,RT @littlebedwyn: Mamba Awards Top Chardonnay : Kooyong Faultline 2010 @aussie_wines @RiedelUK '@enotriauk 2nd Ocean Eight http://t.co/6QyB?
820,Chardonnay in one hand Cuban in the other relaxing after Crawford won the best Butler award . He did bring me them. Day off tomorrow is due 
821,RT @TalleyVineyards: This week's blog: #pinotnoir #veraison #chardonnay #harvest... http://t.co/CBqsBl1nff  
822,RT @TalleyVineyards: This week's blog: #pinotnoir #veraison #chardonnay #harvest... http://t.co/RQrYa3KfpS  
823,@Chardonnay_96 thanks girl! Miss you!       
824,This week's blog: #pinotnoir #veraison #chardonnay #harvest... http://t.co/RQrYa3KfpS       
825,3 didger figgit salary @elliedodds94 put away the chardonnay
826,"Ew, this Chardonnay is disgusting lol. I hate wine. "
827,Happy Birthday @RachVizzle16 !!     
828,my fb name prettyboy will ? iont get on facebook http://t.co/e8V5jmvjok     
829,Marvin gaye and chardonnay  
830,#goodlife #London #CoventGarden #chardonnay #evening #relax http://t.co/G2e1tdp13v  
831,Yup ? wait. who this again? lol http://t.co/giDZLAdVUo      
832,"Sainsbury's House Chardonnay, I almost feel like you're TOO classy a drink for me right now...      "
833,Enjoying my date with Chardonnay x http://t.co/hsFbp229lx   
834,"August Flight#2 Fresh+Fruity Chenin-Viognier, Pinot Blanc, Chardonnay $15. Beautiful flavors@cravethecarrot "
835,I'm from north too ? trueew http://t.co/6Mw1NvKy5v  
836,I may like my Chardonnay but i am not going to die alone! #OCMarathon       
837,Ain't nobody mad dh .tell your wife. To stfu dumb sl... ? from 1-10 how man are you? all in my coochie. dh. who... http://t.co/vBnGAn0fwv   
838,"RT @missRandolph: ?@CtKoonce: Pretty ass hoes in my room wearin' lingerie. About to make a scene, puffin' green, sippin' chardonnay.? Face ?"
839,Happy happy happy palms and sand and Chardonnay.... http://t.co/fmzVkG011S  
840,"RT @missRandolph: ?@CtKoonce: Pretty ass hoes in my room wearin' lingerie. About to make a scene, puffin' green, sippin' chardonnay.? Face ?"
841,"?@CtKoonce: Pretty ass hoes in my room wearin' lingerie. About to make a scene, puffin' green, sippin' chardonnay.? Face ass"
842,"Pretty ass hoes in my room wearin' lingerie. About to make a scene, puffin' green, sippin' chardonnay.      "
843,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
844,Wine on tap ranging from Italian reds to chardonnay from Vineland Estates in Ontario?s Niagara region. http://t.co/GIDEumbEUG #OnWine       
845,"RT @WonderWines #competition fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https://t.co/HkzHQglxhV ?     "
846,Check out my artist R&amp;B sensation @Lovechardonnay3 &lt;Link&gt;&gt; http://t.co/5y6HKWw3aV #CME 
847,okay Chardonnay dont keep tweeting About Me. @LastName_Savage       
848,Tru that's wassup where u from ? I'm from north http://t.co/hEu36yVgAb      
849,RT @14DaysAWeek_: Marvin Gaye and Chardonnay
850,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
851,How old r u pretty ? 16 http://t.co/zX3Ih0hW5J      
852,Wife these niggas mad or snahh ctfu ? they mad ashit!!! http://t.co/OaXea0rKxk      
853,Yea im Jamaican y are u? ? yes http://t.co/NEpm82U4iL       
854,"Bye hoe you a waste of my time dumb I idiotic, menta... ? you just said I idiotic .. who's really the genius here? http://t.co/1wS3gqyIZS   "
855,"@0nanist Chardonnay, Aliz?, drink too much and you'll get sick in some type of way. "
856,A identity crisis dumby .but cha dumb ass wouldn't kn... ? I'm smarter than you think. bet your scared ass won't... http://t.co/Webn8nxI53  
857,@jordanwinery enjoyed a bottle of 2010 Jordan Chardonnay for our 25th Anniv last night      
858,#winewednesdayove to @WillFlatt ! Celebrating with a glass of #Starmont #Chardonnay @FairmontPacific #Vancouver #wine #vacation     
859,@elgingari10 @GJfletcher112 can I have 6 bottles of Chardonnay??    
860,Chardonnay we are talking about good wines  
861,@squeaky_parras lol lateness
862,You should be ashamed You keep fucking with same nigg... ? I don't fuck with any of my friends ex's and I don't ... http://t.co/UeEUHYi1Nt  
863,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
864,Shit wanna be playing ganes like you cant answer a simple question ? whatchu talking about boy? http://t.co/lLkTlIy1ay      
865,You got a bad identity crisis ! You need help and it ain't cute either . ? what retard? lol http://t.co/n9ukntFwSp  
866,@wayne_jeanne im a chardonnay fan when i drink white.       
867,Actually i dont know genay thats obviously why i asked dh ? what? http://t.co/0OuUnwTxLu    
868,I have a crush on you ? comments on a picture. http://t.co/Gn6A4W3eOc       
869,@Mz_Chardonnay Now you got half your followers paranoid.... 
870,"RT @VinWinSales: #wine country #view #building site, #Russianriver #pinotnoir, #chardonnay #property for #sale beautiful #video here http:? "
871,Marvin Gaye and Chardonnay  
872,I really don't like you     
873,@tpowlas @kellygweaver And I'd prefer sipping a glass of Chardonnay with @karin_tillotson to a massage therapist. ;)
874,So i liked an comment ur pics on ig ? I saw lol you Jamaican too? http://t.co/PKvVNgdFXB    
875,Who you cuffed to ? y'all know who http://t.co/njD3grIX0M   
876,RT @Boity: Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/ieFVgkfjpt
877,You cuffed now ? yall drawnnn http://t.co/OXBma0cgBJ
878,_ _ _ lilrell ? I followed you right. http://t.co/fBDq5cRoX8
879,I wonder if we have any more Chardonnay left
880,RT @SashaCottman: .@IncyBlack @aftrthfnlchptrs @AimeeDuffyx @Jolliffe03 @FionaChapman1 A injection of Chardonnay and make it quick! 
881,SERAPHIM AGE RELEASE CHARDONNAY 2008 http://t.co/OKnSWGxx86 
882,All these basic bitches are all where's the mermaid emoji?! and I'm just like where's the Chardonnay emoji?!
883,Diabetes yodwa le @Boity: Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/St4hcnGT4A 
884,RT @chandonusa: We've picked our first grapes. Time for a glass of Chardonnay to toast #NapaHarvest - http://t.co/RwUf0X4nNs
885,Marvin Gaye and Chardonnay  
886,Looks like a sponge RT @Boity: Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/LhVvAGMJPv    
887,RT @Boity: Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/wzuSsI5u1m
888,me &amp; chardonnay use to _____. lmao      
889,@cain_chino @Mz_Chardonnay omwwww you two!!!! I cnt sing for my life your poor ears lol :p  
890,mantsoe drop the gun down... RT @Boity: Chardonnay &amp; Rainbow Cake with my @mantsoepout\342\235\244\357\277\275\357\277\275\357\277\275\357\277\275\357\277\275\357\277\275\342\235\244\357\277\275\357\277\275\357\277\275\357\277\275\357\277\275\357\277\275 http://t.co/WA88m
891,Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/wzuSsI5u1m   
892,RT @Brett_anomyces: @LaCremaWines thanks for the follow! Looking forward to having your 2011 #Chardonnay tonight. Perfect for combating the?
893,"Right, Chardonnay, Arifa &amp; Silence of the lambs."
894,Chardonnay &amp; Rainbow Cake with my @mantsoepout http://t.co/WA88maeQ6J   
895,?@LoParoYaKnowXD: Just to set the mood girl I brought some Marvin Gaye and Chardonnay ?     
896,Just to set the mood girl I brought some Marvin Gaye and Chardonnay 
897,"Chardonnay, swimming pool and best friend. Perfection!!!    "
898,It's #WineWednesday at Biscayne! That means 50% off bottles of house cabernet sauvignon or chardonnay with any entr?e http://t.co/PQGHORUUgc
899,This was all inspired by a little Marvin Gaye and Chardonnay.       
900,Chardonnay is so rank       
901,"Less than 24 hours remain! Save 35% - 2011 Napa Valley Chardonnay. Don?t delay, offer ends 8/8 at 8:30am PT. Shop http://t.co/fbJyt1pOEr    "
902,@JODIEstead me too just about to sink a glass of australias finest chardonnay lol   
903,Proud to announce that Firestone's in downtown Frederick is now carrying our Symphony Chardonnay and Intermezzo Vidal Blanc! #mdwine
904,Marvin &amp; Chardonnay (:  
905,"Free Wine Tasting Fri. 8/9: TOLOLO Chardonnay, Maule Valley, Chile 2012 This versatile wine is graced with citrus and stone fruit notes.    "
906,@darochinator25 @deannaconforti and so many hookers and bottles of Chardonnay       
907,"RT Charles &amp; Charles Launches 2012 Chardonnay: WALLA WALLA, Wash.-- --Charles Bieler &amp; Charles... http://t.co/nDvfi7gGB1    "
908,@K_Carterr35 REMEMBER WHEN YOU WAS SINGING MARVIN &amp; CHARDONNAY &amp; GOT SENT TOO S.A.P OR WHATEVER AT SCHOOL! #GoodTimesAtCD   
909,I was sad 'af but then 'Marvin Gay &amp; Chardonnay' just came on!!! Lawdy...       
910,Marvin &amp; Chardonnay was my song!
911,- Just to set the mood girl I bought Marvin &amp; Chardonnay .      
